InputTerm,BestMatch,URI,Comment
sand,sand,http://purl.obolibrary.org/obo/ENVO_01000017,
sap,plant sap,http://purl.obolibrary.org/obo/PO_0025538,
sapwood outer,sapwood,http://purl.obolibrary.org/obo/PO_0004513,
sapwood,sapwood,http://purl.obolibrary.org/obo/PO_0004513,
scale leaf inner side,scale leaf,http://purl.obolibrary.org/obo/PO_0006003,
scape,scape,http://purl.obolibrary.org/obo/BTO_0001217,
sclerotium,sclerotium,http://purl.obolibrary.org/obo/BTO_0001810,
sclerotule,sclerotium,http://purl.obolibrary.org/obo/FAO_0001008,
scute,scute,http://purl.obolibrary.org/obo/UBERON_0008201,
sebaceous gland,sebaceous gland,http://purl.obolibrary.org/obo/UBERON_0001821,
seedling,seedling,http://purl.obolibrary.org/obo/PO_0008037,
seminal vessicle,seminal vesicle,http://purl.obolibrary.org/obo/UBERON_0000998,
sepal,sepal,http://purl.obolibrary.org/obo/PO_0009031,
setae,seta,http://purl.obolibrary.org/obo/PO_0030032,
shell,shell,http://purl.obolibrary.org/obo/UBERON_0006612,
shoot tip,shoot tip,http://purl.obolibrary.org/obo/BTO_0000247,
shoot-tip,shoot tip,http://purl.obolibrary.org/obo/BTO_0000247,
shoot,shoot,http://purl.obolibrary.org/obo/BTO_0001243,
silk,silk,http://purl.obolibrary.org/obo/UBERON_0012245,
skeleton,skeleton,http://purl.obolibrary.org/obo/UBERON_0004288,
skin of body,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,
skin scalp,skin of scalp,http://purl.obolibrary.org/obo/UBERON_8300000,
skull,skull,http://purl.obolibrary.org/obo/UBERON_0003129,
soil,soil,http://purl.obolibrary.org/obo/ENVO_00001998,
spathe,spathe,http://purl.obolibrary.org/obo/BTO_0006495,
spermatheca,spermatheca,http://purl.obolibrary.org/obo/BTO_0001273,
spicule,spicule,http://purl.obolibrary.org/obo/UBERON_3010830,
spore,spore,http://purl.obolibrary.org/obo/FAO_0000019,
sporangia,sporangium,http://purl.obolibrary.org/obo/PO_0025094,
sporangiophore,sporangiophore,http://purl.obolibrary.org/obo/BTO_0001285,
spikelet,spikelet,http://purl.obolibrary.org/obo/PO_0009051,
sporangium,sporangium,http://purl.obolibrary.org/obo/FAO_0000052,
spinal cord,spinal cord,http://purl.obolibrary.org/obo/UBERON_0002240,
spine appendage,spine appendage,http://purl.obolibrary.org/obo/UBERON_0008260,
sprout,sprout,http://purl.obolibrary.org/obo/BTO_0001296,
stalk,stalk,http://purl.obolibrary.org/obo/PO_0025066,
stamen,stamen,http://purl.obolibrary.org/obo/PO_0009029,
stele,stele,http://purl.obolibrary.org/obo/PO_0025197,
stem base,stem base,http://purl.obolibrary.org/obo/PO_0008039,
stem larger,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem large,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem lower part,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem lower portion,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem lower,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem main epidermi,stem epidermis,http://purl.obolibrary.org/obo/PO_0025178,
stem mainly,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem mid-upper,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem node lower,stem node,http://purl.obolibrary.org/obo/PO_0020141,
stem node,stem node,http://purl.obolibrary.org/obo/PO_0020141,
stem one two internode,stem internode,http://purl.obolibrary.org/obo/PO_0020142,
stem internode basal,stem internode,http://purl.obolibrary.org/obo/PO_0020142,
stemp,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem rather thick,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem residual cortex,stem cortex,http://purl.obolibrary.org/obo/PO_0025612,
stem secondary,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem slender,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem small,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem swollen,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem thick,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem thin,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem underground,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem upper part,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem upper,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem usu just above rootstock,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem usu,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem vegetative,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem wall,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem woody,stem,http://purl.obolibrary.org/obo/PO_0009047,
stem young,stem,http://purl.obolibrary.org/obo/PO_0009047,
sterile,sterile,http://purl.obolibrary.org/obo/PATO_0000956,
stigma,stigma,http://purl.obolibrary.org/obo/PO_0009073,
stipe,stipe,http://purl.obolibrary.org/obo/FAO_0000006,
stipule,stipule,http://purl.obolibrary.org/obo/PO_0020041,
stolon underground,stolon,http://purl.obolibrary.org/obo/PO_0003024,
stolon,stolon,http://purl.obolibrary.org/obo/PO_0003024,
straw,straw,http://purl.obolibrary.org/obo/ENVO_00003869,
striated muscle,striated muscle tissue,http://purl.obolibrary.org/obo/UBERON_0002036,
stroma,stroma,http://purl.obolibrary.org/obo/UBERON_0003891,
swim-bladder,swim bladder,http://purl.obolibrary.org/obo/UBERON_0006860,
tail,tail,http://purl.obolibrary.org/obo/UBERON_0002415,
tear,tear,http://purl.obolibrary.org/obo/BTO_0001499,
telium,telium,http://purl.obolibrary.org/obo/FAO_0000057,
telson,telson,http://purl.obolibrary.org/obo/BTO_0001353,
tergite,tergite,http://purl.obolibrary.org/obo/HAO_0001005,
tentacle,tentacle,http://purl.obolibrary.org/obo/BTO_0001357,
terminal bud,terminal bud,http://purl.obolibrary.org/obo/PO_0004713,
terminal,terminal,http://purl.obolibrary.org/obo/PATO_0002476,
terminal vegetative bud,terminal vegetative bud,http://purl.obolibrary.org/obo/PO_0004716,
testa,testa,http://purl.obolibrary.org/obo/PO_0020057,
thallus esp,thallus,http://purl.obolibrary.org/obo/BTO_0001366,
thorax,thorax,http://purl.obolibrary.org/obo/BTO_0001368,
tibia,tibia,http://purl.obolibrary.org/obo/UBERON_0000979,
tissue muscle,muscle tissue,http://purl.obolibrary.org/obo/UBERON_0002385,
tooth,tooth,http://purl.obolibrary.org/obo/BTO_0000397,
trachaea,trachea,http://purl.obolibrary.org/obo/UBERON_0003126,
tuber,tuber,http://purl.obolibrary.org/obo/PO_0025522,
tube,tube,http://purl.obolibrary.org/obo/UBERON_0000025,
tunnel,tunnel,http://purl.obolibrary.org/obo/ENVO_00000068,
twig small,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twig thin,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twig,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twig young,twig,http://purl.obolibrary.org/obo/BTO_0001411,
twigs small,twig,http://purl.obolibrary.org/obo/BTO_0001411,
ureter,ureter,http://purl.obolibrary.org/obo/UBERON_0000056,
uredium,uredium,http://purl.obolibrary.org/obo/FAO_0000058,
vascular leaf,vascular leaf,http://purl.obolibrary.org/obo/PO_0009025,
leaf upper surface,leaf upper surface,,
leaf upperside,leaf upper surface,,
vegetation layer,vegetation layer,http://purl.obolibrary.org/obo/ENVO_01000355,
ventral skin surface,ventral skin surface,,
vein,vein,http://purl.obolibrary.org/obo/UBERON_0001638,
veliger stage,veliger stage,http://purl.obolibrary.org/obo/UBERON_0014863,
vertebrae,vertebra,http://purl.obolibrary.org/obo/UBERON_0002412,
vitreous humour,vitreous humor,http://purl.obolibrary.org/obo/UBERON_0001797,
wax,wax,http://purl.obolibrary.org/obo/ENVO_01000575,
whole plant,whole plant,http://purl.obolibrary.org/obo/PO_0000003,
wing,wing,http://purl.obolibrary.org/obo/UBERON_0000023,
wing base (upper side),wing base,http://purl.obolibrary.org/obo/HAO_0001090,
wing base (under side),wing base,http://purl.obolibrary.org/obo/HAO_0001090,
wood bark,bark,http://purl.obolibrary.org/obo/PO_0004518,
wood twig,twig,http://purl.obolibrary.org/obo/BTO_0001411,
wood branch,branch,http://purl.obolibrary.org/obo/PO_0025073,
wood stem,stem,http://purl.obolibrary.org/obo/PO_0009047,
voluntary muscles (encysted),voluntary muscle,,
voluntary muscles,voluntary muscle,,
voluntary muscle,voluntary muscle,,
vitreous humor,vitreous humor,http://purl.obolibrary.org/obo/UBERON_0001797,
vitreous humor of eye,vitreous humor,http://purl.obolibrary.org/obo/UBERON_0001797,
white blood cells,leukocyte,http://purl.obolibrary.org/obo/CL_0000738,
white blood cell,leukocyte,http://purl.obolibrary.org/obo/CL_0000738,
red blood cells,erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,
red blood cell,erythrocyte,http://purl.obolibrary.org/obo/CL_0000232,
viscera,viscera,http://purl.obolibrary.org/obo/NCIT_C28287,
visceral peritoneum,visceral peritoneum,http://purl.obolibrary.org/obo/UBERON_0001178,
viscera peritoneum,visceral peritoneum,http://purl.obolibrary.org/obo/UBERON_0001178,
antennal gland,antennal gland,http://purl.obolibrary.org/obo/UBERON_0009963,
catkin,catkin inflorescence,http://purl.obolibrary.org/obo/PO_0030119,
stromatic plate,stromatic plate,,
blood vessel,blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,
nasal cavity,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,
cluster-cup,cluster-cup,,
gullet,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
acervulus,acervulus,,
abdominal abscess,abdominal abscess,http://purl.obolibrary.org/obo/OMIT_0018933,
abdominala cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,
abdominal air sac,abdominal air sac,http://purl.obolibrary.org/obo/UBERON_0009067,
abdominal air sacs,abdominal air sac,http://purl.obolibrary.org/obo/UBERON_0009067,
abdominal blood vessels,abdomen blood vessel,http://purl.obolibrary.org/obo/UBERON_0003497,
abdominal body wall cyst,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,
abdominal branch,abdominal branch,,
abdominal cavity cyst,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,
abdominal cav (subcutaneous),abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,
abdominal fascia,abdominal fascia,http://purl.obolibrary.org/obo/UBERON_0013493,
abdominal granuloma,granuloma,,
abdominal lymph node,abdominal lymph node,http://purl.obolibrary.org/obo/UBERON_0002507,
abdominal mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
abdominal muscle,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,
abd/stomach muscles,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,
abdominal muscles,muscle of abdomen,http://purl.obolibrary.org/obo/UBERON_0002378,
abdominal sternum lt iii,sternum,http://purl.obolibrary.org/obo/UBERON_0000975,
abo mucosa,abomasum mucosa,http://purl.obolibrary.org/obo/UBERON_0010154,
air sac,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,
air sac(s),air sac,http://purl.obolibrary.org/obo/UBERON_0009060,
air sacs,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,
air sac wall,air sac,http://purl.obolibrary.org/obo/UBERON_0009060,
air sinus,nasal air sac,http://purl.obolibrary.org/obo/UBERON_0013175,
air space near kidney,air space near kidney,,
alimentary canal washings,alimentary canal washings,,
alimentary tract,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
alimentary canal,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
anal fin,anal fin,http://purl.obolibrary.org/obo/UBERON_4000163,
anal scrapings,anal scarpings,,
aneurism,aneurysm,http://purl.obolibrary.org/obo/NCIT_C26693,
aneurisms,aneurysm,http://purl.obolibrary.org/obo/NCIT_C26693,
animal tissue,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,
animal tissues,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,
ankle,ankle region,http://purl.obolibrary.org/obo/UBERON_0004454,
ankle region,ankle region,http://purl.obolibrary.org/obo/UBERON_0004454,
antennary gland,antennary gland,,
annurism,aneurysm,http://purl.obolibrary.org/obo/NCIT_C26693,
ansa quarlesii,ansa quarlesii,,
2 guts,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,
abo1,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,
abomasum,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,
si,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,
sm intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
allantoic fluid,allantois,http://purl.obolibrary.org/obo/UBERON_0004340,
antenna,antenna,http://purl.obolibrary.org/obo/UBERON_0000972,
antennal glands,antennal gland,http://purl.obolibrary.org/obo/UBERON_0009963,
bark,bark,http://purl.obolibrary.org/obo/PO_0004518,
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,
bile duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,
pancreas,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,
pancrea,pancreas,http://purl.obolibrary.org/obo/UBERON_0001264,
leaf edge,leaf edge,,
oral cavity,oral cavity,http://purl.obolibrary.org/obo/UBERON_0000167,
placenta,placenta,http://purl.obolibrary.org/obo/UBERON_0001987,
rt ventricle,heart right ventricle,http://purl.obolibrary.org/obo/UBERON_0002080,
bile ducts,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,
bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,
blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,
whole blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,
Whole blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,
body,body proper,http://purl.obolibrary.org/obo/UBERON_0013702,
body cavity,organ cavity,http://purl.obolibrary.org/obo/UBERON_0002558,
body surface,anatomical surface,http://purl.obolibrary.org/obo/UBERON_0006984,
brain,brain,http://purl.obolibrary.org/obo/UBERON_0000955,
bronchiole,bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,
#branchial arteries,,,
bursa,bursa of Fabricius,http://purl.obolibrary.org/obo/UBERON_0003903,
caeca,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
caecum,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
caecum,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
large intestine,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
lymphaticSystem,lymphatic part of lymphoid system,http://purl.obolibrary.org/obo/UBERON_0006558,
caespituli,caespitulus,,
caecum (or cecum),caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
ceca,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
cecae,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
cecum,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
cerebrospinal fluid,cerebrospinal fluid,http://purl.obolibrary.org/obo/UBERON_0001359,
cervical ligament,nuchal ligament,http://purl.obolibrary.org/obo/UBERON_0000351,
cloaca,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,
coelom,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
coelom cyst,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
coelomic cavity,coelemic cavity lumen,http://purl.obolibrary.org/obo/UBERON_0002323,
colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,
connective tissue-neck,neck connective tissue,http://purl.obolibrary.org/obo/UBERON_0003568,
connective tissue,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,
connective tissue-stomach,abdomen connective tissue,http://purl.obolibrary.org/obo/UBERON_0003567,
diaphragm muscles,diaphragmaticus muscle,http://purl.obolibrary.org/obo/UBERON_0036071,
digestive gland,gland of digestive tract,http://purl.obolibrary.org/obo/UBERON_0003408,
dorsal colon,dorsal colon,http://purl.obolibrary.org/obo/UBERON_0001155,
dorsal mesenteries,dorsal mesentery,http://purl.obolibrary.org/obo/UBERON_0002296,
dorsal skeletal muscle,skeletal muscle,http://purl.obolibrary.org/obo/BTO_0001103,
duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,
ear,ear,http://purl.obolibrary.org/obo/UBERON_0001690,
#inner,,,
encapsulated under body skin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
abdominal cavity,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
esophagus,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
lg intes.,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
external,external to,http://purl.obolibrary.org/obo/PATO_0002483,
eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,
#or orbit,,,
#eye - periorbital sinuses,,,
eyes,eye,http://purl.obolibrary.org/obo/UBERON_0000970,
eyelids,eyelid,http://purl.obolibrary.org/obo/UBERON_0001711,
fascia of thigh,fascia,http://purl.obolibrary.org/obo/UBERON_0008982,
feces,feces,http://purl.obolibrary.org/obo/UBERON_0001988,
#feces-in intestine,,,
#front limb (growth),,,
gall bladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
gallbladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
gall bladder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
hígado,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
#gastric polyp,,,
gastrointestinal tract,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
gill,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill lamellae,gill lamella,http://purl.obolibrary.org/obo/UBERON_2000211,
gizzard lining,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
oogonium,oocyte,http://purl.obolibrary.org/obo/CL_0000023,
#gill cavity,,,
gill filament,gill filament,http://purl.obolibrary.org/obo/UBERON_0009120,
gill(s),gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gills,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gi tract,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
gut,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
#gut washings,,,
heart,heart,http://purl.obolibrary.org/obo/UBERON_0000948,
heart - aortic bulb,bulb of aorta,http://purl.obolibrary.org/obo/UBERON_0010172,
heart muscle,chest muscle,http://purl.obolibrary.org/obo/UBERON_0002426,
hindgut,hindgut,http://purl.obolibrary.org/obo/UBERON_0001046,
#hind quarter- near knee,,,
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
jejunum,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,
ileum,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
kidney,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
sm intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
large intestine,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
left opercular cavity,opercular cavity,http://purl.obolibrary.org/obo/UBERON_2002154,
lg intestine,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
liver (embedded),liver,http://purl.obolibrary.org/obo/UBERON_0002107,
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
lungs,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
lung(s),lung,http://purl.obolibrary.org/obo/UBERON_0002048,
lungs,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
mantle cavity,mantle cavity,http://purl.obolibrary.org/obo/UBERON_0006580,
meninges,brain meninx,http://purl.obolibrary.org/obo/UBERON_0003547,
mesenteries,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
mesenterie,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
mesentarie,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
#body cavity,,,
mouth,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,
#muscle,,,
#muscles,,,
musculature,musculature,http://purl.obolibrary.org/obo/UBERON_0001015,
nares,naris,http://purl.obolibrary.org/obo/UBERON_0000003,
nasal cavities,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,
nasal fossae,nasal cavity,http://purl.obolibrary.org/obo/NCIT_C12424,
omentum,omentum,http://purl.obolibrary.org/obo/UBERON_0003688,
ovary,ovary,http://purl.obolibrary.org/obo/UBERON_0000992,
#peritoneum cysts,,,
plant leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,
#pleural wash,,,
lungs,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
posterior intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
proventriculus,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,
rectum,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,
redia in gonads,gonad,http://purl.obolibrary.org/obo/UBERON_0000991,
renal,kidney,http://purl.obolibrary.org/obo/UBERON_0002113,
#iliac,,,
kidney veins,renal vein,http://purl.obolibrary.org/obo/UBERON_0001140,
right cranial sinus,frontal sinus,http://purl.obolibrary.org/obo/UBERON_0001760,
rumen,rumen,http://purl.obolibrary.org/obo/UBERON_0007365,
rumen,rumen,http://purl.obolibrary.org/obo/UBERON_0007365,
omasum,omasum,http://purl.obolibrary.org/obo/UBERON_0007362,
reticulum,ruminant reticulum,http://purl.obolibrary.org/obo/UBERON_0007361,
saliva,saliva,http://purl.obolibrary.org/obo/UBERON_0001836,
oronasopharynx,oronasopharynx,,
sinus(es),set of paranasal sinuses,http://purl.obolibrary.org/obo/FMA_76587,
skeletal muscle,skeletal muscle tissue,http://purl.obolibrary.org/obo/UBERON_0001134,
skin,skin of body,http://purl.obolibrary.org/obo/UBERON_0002097,
small intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
small intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
abo,abomasum,http://purl.obolibrary.org/obo/UBERON_0007358,
sm intestine,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
spiral intestine,spiral valve of intestine,http://purl.obolibrary.org/obo/UBERON_0010016,
spiral valve,spiral valve of intestine,http://purl.obolibrary.org/obo/UBERON_0010016,#spiral valve in fishes also known as intestine as commented in wikipedia
spleen,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
spleen,spleen,http://purl.obolibrary.org/obo/UBERON_0002106,
liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
leaf petiole,petiole,http://purl.obolibrary.org/obo/PO_0020038,
leaf midrib,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,
peritoneal cavity,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,
peritoneum,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,
#stifle region,,,#the organism match is bovine
stomach,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
stomach #1,stomach,http://purl.obolibrary.org/obo/UBERON_0000945,
intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
rectum,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,
stomach wall,wall of stomach,http://purl.obolibrary.org/obo/UBERON_0001167,
stomach wall (cysts),wall of stomach,http://purl.obolibrary.org/obo/UBERON_0001167,
stomach wall (encysted),wall of stomach,http://purl.obolibrary.org/obo/UBERON_0001167,
subcutaneous,subcutaneous,http://purl.obolibrary.org/obo/UBERON_0002190,
subcutaneous tissue,subcutaneous,http://purl.obolibrary.org/obo/UBERON_0002190,
swim bladder,swim bladder,http://purl.obolibrary.org/obo/UBERON_0006860,
throat,throat,http://purl.obolibrary.org/obo/UBERON_0000341,
tissue,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,
trachea,trachea,http://purl.obolibrary.org/obo/UBERON_0003126,
trachea,trachea,http://purl.obolibrary.org/obo/UBERON_0003126,
bronchi,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,
trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,
#unattached,,,
urinary bladder,urinary bladder,http://purl.obolibrary.org/obo/UBERON_0001255,
urine,urine,http://purl.obolibrary.org/obo/UBERON_0001088,
vena cava,vena cava,http://purl.obolibrary.org/obo/UBERON_0004087,
ventral colon,ventral colon,http://purl.obolibrary.org/obo/UBERON_0001155,
ventriculus,cardiac ventricle,http://purl.obolibrary.org/obo/UBERON_0002082,
visceral ligaments,visceral fascia,http://purl.obolibrary.org/obo/UBERON_0011237,
Bones,bone tissue,http://purl.obolibrary.org/obo/UBERON_0002481,
bud,bud,http://purl.obolibrary.org/obo/PO_0000055,
flower,flower,http://purl.obolibrary.org/obo/PO_0009046,
seed,seed,http://purl.obolibrary.org/obo/PO_0009010,
vegetation,vegetation layer,http://purl.obolibrary.org/obo/ENVO_01000355,
fruit,fruit,http://purl.obolibrary.org/obo/PO_0009001,
gall,plant gall,http://purl.obolibrary.org/obo/PO_0025626,
scale,scale,http://purl.obolibrary.org/obo/UBERON_0002542,
#test,,,#two organisms match - Echinodermata and Foraminifera the former different from the latter- a protist.
#tube (fleshy),,,#Annelida is the organism matching the tube of which is mineralized.
house,house,http://purl.obolibrary.org/obo/ENVO_01000417,
NEEDLE,vascular leaf,http://purl.obolibrary.org/obo/PO_0009025,
#operculum,,,#The organism matched is Gastropoda so definitely not related to parietal.
root,root,http://purl.obolibrary.org/obo/PO_0009005,
#UNKNOWN,,,
WOOD,wood,http://purl.obolibrary.org/obo/ENVO_00002040,
abdomen surface,Anterior Surface of the Stomach,http://purl.obolibrary.org/obo/NCIT_C32111,
abdominal skin,Abdominal Skin,http://purl.obolibrary.org/obo/NCIT_C52758,
abdominal wall,abdominal wall,http://purl.obolibrary.org/obo/UBERON_0003697,
acorn very young,young,http://purl.obolibrary.org/obo/PATO_0000309,
adipose tissue coelomic cavity,perirenal adipose tissue,http://purl.obolibrary.org/obo/BTO_0005945,
air bladder,air bladder,http://purl.obolibrary.org/obo/UBERON_0006860,
air bladder external,air bladder,http://purl.obolibrary.org/obo/UBERON_0006860,
adrenal gland,adrenal gland,http://purl.obolibrary.org/obo/UBERON_0002369,
alaveoli,alveolus,http://purl.obolibrary.org/obo/UBERON_0003215,
albumin of egg,Albumin,http://purl.obolibrary.org/obo/NCIT_C214,
all muscle,muscle,http://purl.obolibrary.org/obo/HAO_0000641,
all organ,organ,http://purl.obolibrary.org/obo/UBERON_0000062,
all over plastron,plastron,http://purl.obolibrary.org/obo/UBERON_0008276,
all tissue,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,
alveoli,alveolus,http://purl.obolibrary.org/obo/UBERON_0003215,
