?parasiteX_WD	?parasiteName	?intxn1Label	?allelopathX_WD	?allelopathName	?intxn2Label	?agriCrop_WD	?agriCropName	?intxn3Label	?study1_DOI	?study2_DOI	?study3_DOI
<http://www.wikidata.org/entity/Q133266>	"Alternaria sp."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q13476837>	"Euproctis fraterna"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q66501499>	"Loranthus"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q80024>	"Citrus grandis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q13623664>	"Rhopalomyia solidaginis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q13626320>	"Eurosta solidaginis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q7557949>	"Solidago altissima"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>			
<http://www.wikidata.org/entity/Q139958>	"fusarium oxysporum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q3719781>	"tylenchulus semipenetrans"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q3355098>	"Citrus sinensis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q139958>	"fusarium oxysporum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q3719781>	"tylenchulus semipenetrans"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q500>	"Citrus limon"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q139958>	"Fusarium oxysporum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q139958>	"Fusarium oxysporum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q2165315>	"Sclerotinia sclerotiorum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q310438>	"Bean"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q139958>	"Fusarium oxysporum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q2165315>	"Sclerotinia sclerotiorum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q578052>	"Lettuce"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q139958>	"Fusarium oxysporum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q2165315>	"Sclerotinia sclerotiorum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q58677>	"Cabbage"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q149125>	"Thanatephorus cucumeris"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15487737>	"Desmodium uncinatum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q1629307>	"Ascotis selenaria"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q66501499>	"Loranthus"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q80024>	"Citrus grandis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q19137>	"Acari"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q473745>	"Armillaria mellea"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q13189>	"Peach"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2066891>	"Phoma"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q190505>	"Cuscuta"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q36050>	"Salix"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2066891>	"Phoma"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q2717285>	"Desmodium incanum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q12111>	"Sorghum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.phytochem.2015.06.026"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2072494>	"Trichothecium roseum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q107627618>	"Dibotryon morbosum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q190545>	"Cherry"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2072494>	"Trichothecium roseum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q107627618>	"Dibotryon morbosum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q44120>	"Plum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2072494>	"Trichothecium roseum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q21400150>	"Puccinia pruni-spinosae"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10701362>	"Tranzschelia pruni-spinosae"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q37453>	"Apricot"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q21400150>	"Puccinia pruni-spinosae"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10701362>	"Tranzschelia pruni-spinosae"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q44120>	"Plum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2165315>	"Sclerotinia sclerotiorum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2704244>	"Alternaria alternata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2704244>	"Alternaria alternata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q2715913>	"Spodoptera frugiperda"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q28401122>	"Nigrospora sphaerica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q305162>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q612789>	"Ustilago avenae"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11577>	"Barley"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q305162>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q612789>	"Ustilago avenae"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q146760>	"Oats"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q305162>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q612789>	"Ustilago avenae"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q159815>	"Arrhenatherum elatius"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q30906964>	"Rhizoctonia solani"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q30906964>	"Rhizoctonia solani"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15487737>	"Desmodium uncinatum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q30906964>	"Rhizoctonia solani"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3278240>	"Ustilaginoidea virens"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3278240>	"Ustilaginoidea virens"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3352039>	"Omiodes indicata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15240093>	"Desmodium intortum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3352039>	"Omiodes indicata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15240093>	"Desmodium intortum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q157419>	"Phalaris arudinacea"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q157883>	"Lolium multiflorum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q157922>	"Festuca elatior"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q158110>	"Holcus lanatus"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q158634>	"Avena fatua"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q159722>	"Deschampsia caespitosa"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q161722>	"Lolium perenne"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3678954>	"Cladosporium herbarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q5018360>	"Calamagrostis canadensis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3683010>	"Colletotrichum gloeosporioides"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3683010>	"Colletotrichum gloeosporioides"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15240093>	"Desmodium intortum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3683010>	"Colletotrichum gloeosporioides"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15240093>	"Desmodium intortum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
